Date,Rater,Correct Answer 3 Label,Correct Answer 5 Label,Rater Answer 3 Label,Rater Answer 5 Label,Task ID,3-Label Agreement,5-Label Agreement
10-17-2005,B,Average,Intermediate,High,Bad,5778,no,no
10-15-2005,C,High,Bad,Low,Okay,5779,no,no
10-02-2005,E,Average,Bad,Low,Okay,5780,no,no
10-16-2005,A,High,Exceptional,Low,Great,5781,no,no
10-10-2005,C,Low,Bad,Low,Exceptional,5782,yes,no
10-16-2005,D,Average,Okay,Low,Great,5783,no,no
10-07-2005,C,High,Exceptional,Average,Intermediate,5784,no,no
10-02-2005,D,Low,Bad,High,Great,5785,no,no
10-13-2005,C,High,Exceptional,Average,Bad,5786,no,no
10-19-2005,A,Average,Intermediate,Average,Exceptional,5787,yes,no
10-21-2005,B,Low,Intermediate,High,Great,5788,no,no
10-11-2005,D,Average,Great,Low,Okay,5789,no,no
10-21-2005,A,Low,Intermediate,High,Great,5790,no,no
10-18-2005,E,Average,Okay,Low,Intermediate,5791,no,no
10-05-2005,D,Average,Bad,Low,Great,5792,no,no
10-17-2005,B,Low,Exceptional,High,Great,5793,no,no
10-14-2005,A,Low,Great,Low,Bad,5794,yes,no
10-09-2005,E,Average,Okay,Average,Intermediate,5795,yes,no
10-22-2005,C,Average,Exceptional,High,Bad,5796,no,no
10-13-2005,A,Average,Okay,Low,Great,5797,no,no
10-28-2005,A,Average,Bad,Low,Intermediate,5798,no,no
10-12-2005,B,Average,Bad,Low,Okay,5799,no,no
10-07-2005,D,Average,Great,Average,Bad,5800,yes,no
10-02-2005,A,Average,Okay,High,Bad,5801,no,no
10-25-2005,B,High,Okay,High,Bad,5802,yes,no
10-22-2005,E,Average,Okay,Average,Bad,5803,yes,no
10-27-2005,E,High,Exceptional,Low,Bad,5804,no,no
10-28-2005,D,Low,Exceptional,Average,Bad,5805,no,no
10-14-2005,A,Low,Exceptional,High,Okay,5806,no,no
10-26-2005,B,High,Okay,Low,Okay,5807,no,yes
10-05-2005,A,Low,Okay,Low,Exceptional,5808,yes,no
10-09-2005,D,Low,Okay,Average,Okay,5809,no,yes
10-11-2005,E,Low,Intermediate,Low,Great,5810,yes,no
10-07-2005,C,Average,Great,Average,Okay,5811,yes,no
10-15-2005,A,Average,Exceptional,Low,Great,5812,no,no
10-29-2005,A,Average,Okay,High,Exceptional,5813,no,no
10-20-2005,D,Average,Bad,Low,Exceptional,5814,no,no
10-16-2005,C,High,Okay,Low,Bad,5815,no,no
10-04-2005,C,Low,Okay,Low,Okay,5816,yes,yes
10-16-2005,A,Low,Intermediate,High,Okay,5817,no,no
10-19-2005,C,Average,Bad,Low,Exceptional,5818,no,no
10-12-2005,E,High,Exceptional,High,Great,5819,yes,no
10-22-2005,B,Low,Bad,Average,Great,5820,no,no
10-03-2005,D,High,Great,High,Bad,5821,yes,no
10-08-2005,C,High,Bad,Average,Intermediate,5822,no,no
10-24-2005,B,High,Great,Low,Great,5823,no,yes
10-22-2005,C,Low,Intermediate,Average,Intermediate,5824,no,yes
10-27-2005,A,Low,Intermediate,Average,Intermediate,5825,no,yes
10-22-2005,C,Low,Okay,Low,Intermediate,5826,yes,no
10-15-2005,C,Average,Bad,High,Exceptional,5827,no,no
10-10-2005,D,Low,Okay,Average,Intermediate,5828,no,no
10-11-2005,C,Average,Great,High,Great,5829,no,yes
10-28-2005,E,High,Bad,Low,Exceptional,5830,no,no
10-05-2005,D,Average,Okay,Low,Okay,5831,no,yes
10-06-2005,C,Low,Great,Average,Intermediate,5832,no,no
10-06-2005,A,High,Okay,Average,Okay,5833,no,yes
10-22-2005,C,High,Exceptional,Low,Great,5834,no,no
10-29-2005,D,High,Okay,Average,Okay,5835,no,yes
10-26-2005,B,High,Great,Low,Okay,5836,no,no
10-19-2005,C,Low,Great,Low,Great,5837,yes,yes
10-07-2005,C,High,Exceptional,Average,Intermediate,5838,no,no
10-07-2005,E,Average,Exceptional,Average,Bad,5839,yes,no
10-15-2005,B,High,Bad,Average,Exceptional,5840,no,no
10-17-2005,E,High,Exceptional,Average,Great,5841,no,no
10-25-2005,E,High,Exceptional,Low,Great,5842,no,no
10-07-2005,E,High,Intermediate,Low,Bad,5843,no,no
10-15-2005,A,High,Great,Low,Okay,5844,no,no
10-20-2005,B,High,Okay,Low,Exceptional,5845,no,no
10-22-2005,D,High,Bad,Low,Intermediate,5846,no,no
10-21-2005,A,Average,Exceptional,Average,Great,5847,yes,no
10-09-2005,C,High,Great,High,Okay,5848,yes,no
10-27-2005,B,High,Great,High,Intermediate,5849,yes,no
10-21-2005,D,Average,Intermediate,Average,Intermediate,5850,yes,yes
10-27-2005,E,High,Exceptional,Average,Great,5851,no,no
10-05-2005,D,Low,Bad,Average,Great,5852,no,no
10-25-2005,C,Low,Okay,Low,Great,5853,yes,no
10-05-2005,C,Low,Great,Average,Bad,5854,no,no
10-06-2005,D,Low,Great,Average,Intermediate,5855,no,no
10-15-2005,A,Low,Bad,Low,Bad,5856,yes,yes
10-09-2005,C,High,Great,High,Intermediate,5857,yes,no
10-17-2005,A,Low,Great,High,Exceptional,5858,no,no
10-25-2005,C,Average,Okay,Low,Bad,5859,no,no
10-05-2005,A,High,Exceptional,Average,Intermediate,5860,no,no
10-01-2005,C,Average,Okay,High,Great,5861,no,no
10-01-2005,E,High,Okay,High,Great,5862,yes,no
10-11-2005,C,High,Great,Average,Intermediate,5863,no,no
10-14-2005,A,High,Intermediate,Low,Okay,5864,no,no
10-04-2005,B,Average,Okay,High,Okay,5865,no,yes
10-07-2005,D,Average,Intermediate,High,Exceptional,5866,no,no
10-06-2005,C,Low,Intermediate,Average,Intermediate,5867,no,yes
10-22-2005,D,Average,Great,Low,Okay,5868,no,no
10-23-2005,E,Average,Intermediate,Average,Okay,5869,yes,no
10-05-2005,C,Average,Bad,Average,Bad,5870,yes,yes
10-27-2005,A,High,Exceptional,Low,Bad,5871,no,no
10-22-2005,D,High,Okay,Average,Great,5872,no,no
10-01-2005,D,Low,Great,High,Okay,5873,no,no
10-01-2005,A,Average,Exceptional,High,Bad,5874,no,no
10-22-2005,B,High,Okay,High,Great,5875,yes,no
10-21-2005,C,High,Bad,Low,Intermediate,5876,no,no
10-08-2005,D,High,Great,Average,Exceptional,5877,no,no
10-19-2005,D,Average,Okay,Low,Bad,5878,no,no
10-14-2005,C,Low,Intermediate,Average,Exceptional,5879,no,no
10-03-2005,C,Low,Great,Average,Bad,5880,no,no
10-02-2005,D,High,Bad,Average,Exceptional,5881,no,no
10-19-2005,C,High,Okay,Low,Exceptional,5882,no,no
10-29-2005,A,High,Exceptional,Low,Okay,5883,no,no
10-18-2005,B,Low,Exceptional,High,Bad,5884,no,no
10-05-2005,B,Average,Intermediate,Low,Exceptional,5885,no,no
10-14-2005,A,High,Intermediate,High,Intermediate,5886,yes,yes
10-03-2005,A,Average,Bad,Average,Okay,5887,yes,no
10-25-2005,E,Low,Exceptional,Low,Intermediate,5888,yes,no
10-05-2005,C,High,Great,Average,Intermediate,5889,no,no
10-07-2005,A,Average,Bad,Low,Great,5890,no,no
10-12-2005,E,Average,Exceptional,Average,Bad,5891,yes,no
10-21-2005,E,High,Intermediate,High,Okay,5892,yes,no
10-02-2005,A,High,Bad,Average,Exceptional,5893,no,no
10-26-2005,A,Low,Bad,Average,Okay,5894,no,no
10-19-2005,E,High,Great,High,Okay,5895,yes,no
10-09-2005,D,Low,Intermediate,Average,Bad,5896,no,no
10-12-2005,A,Low,Exceptional,Low,Great,5897,yes,no
10-20-2005,C,Average,Great,High,Exceptional,5898,no,no
10-18-2005,D,Low,Bad,High,Exceptional,5899,no,no
10-13-2005,B,Average,Intermediate,Average,Exceptional,5900,yes,no
10-20-2005,D,Low,Great,Average,Intermediate,5901,no,no
10-08-2005,C,Low,Intermediate,Average,Bad,5902,no,no
10-16-2005,D,High,Bad,Low,Intermediate,5903,no,no
10-19-2005,C,High,Okay,Average,Okay,5904,no,yes
10-27-2005,D,Low,Great,Low,Intermediate,5905,yes,no
10-10-2005,D,Average,Great,Low,Exceptional,5906,no,no
10-08-2005,A,Low,Intermediate,Low,Exceptional,5907,yes,no
10-24-2005,A,Low,Okay,Low,Okay,5908,yes,yes
10-05-2005,B,High,Okay,Low,Exceptional,5909,no,no
10-11-2005,D,Average,Okay,Low,Intermediate,5910,no,no
10-01-2005,E,High,Bad,High,Great,5911,yes,no
10-13-2005,E,Average,Okay,Low,Intermediate,5912,no,no
10-11-2005,A,Low,Great,Low,Exceptional,5913,yes,no
10-13-2005,B,Average,Okay,High,Great,5914,no,no
10-20-2005,B,Low,Intermediate,High,Great,5915,no,no
10-07-2005,E,High,Intermediate,High,Okay,5916,yes,no
10-16-2005,D,Average,Great,Average,Bad,5917,yes,no
10-10-2005,A,Average,Bad,Low,Bad,5918,no,yes
10-20-2005,A,Low,Okay,High,Exceptional,5919,no,no
10-20-2005,B,High,Exceptional,Average,Exceptional,5920,no,yes
10-08-2005,A,High,Intermediate,Low,Okay,5921,no,no
10-26-2005,E,Average,Bad,Average,Okay,5922,yes,no
10-29-2005,B,High,Exceptional,Low,Intermediate,5923,no,no
10-08-2005,E,Average,Intermediate,Low,Great,5924,no,no
10-05-2005,C,Low,Intermediate,Low,Great,5925,yes,no
10-20-2005,C,Average,Bad,Average,Exceptional,5926,yes,no
10-26-2005,C,High,Exceptional,Low,Intermediate,5927,no,no
10-11-2005,E,Low,Great,High,Great,5928,no,yes
10-13-2005,A,Low,Bad,High,Bad,5929,no,yes
10-12-2005,D,High,Bad,Low,Intermediate,5930,no,no
10-10-2005,E,High,Okay,Average,Great,5931,no,no
10-08-2005,C,Low,Okay,Low,Okay,5932,yes,yes
10-25-2005,D,High,Bad,High,Great,5933,yes,no
10-28-2005,C,Average,Okay,Average,Bad,5934,yes,no
10-14-2005,E,Average,Okay,Average,Intermediate,5935,yes,no
10-10-2005,E,High,Exceptional,Average,Bad,5936,no,no
10-14-2005,E,High,Exceptional,Low,Exceptional,5937,no,yes
10-01-2005,C,High,Exceptional,High,Okay,5938,yes,no
10-10-2005,E,Low,Intermediate,Average,Intermediate,5939,no,yes
10-03-2005,C,Average,Great,Average,Bad,5940,yes,no
10-11-2005,C,High,Intermediate,Low,Great,5941,no,no
10-29-2005,C,Low,Okay,High,Exceptional,5942,no,no
10-18-2005,E,High,Great,Average,Okay,5943,no,no
10-25-2005,E,Average,Exceptional,Average,Intermediate,5944,yes,no
10-06-2005,D,High,Okay,Low,Great,5945,no,no
10-24-2005,E,Average,Exceptional,High,Bad,5946,no,no
10-09-2005,E,Average,Exceptional,Average,Exceptional,5947,yes,yes
10-22-2005,D,Average,Bad,Low,Intermediate,5948,no,no
10-22-2005,A,Low,Great,High,Bad,5949,no,no
10-29-2005,E,High,Okay,High,Intermediate,5950,yes,no
10-09-2005,C,Average,Bad,High,Exceptional,5951,no,no
10-11-2005,A,Average,Okay,Low,Great,5952,no,no
10-03-2005,A,Average,Bad,Low,Great,5953,no,no
10-17-2005,D,Low,Bad,Average,Bad,5954,no,yes
10-16-2005,D,Low,Great,Low,Exceptional,5955,yes,no
10-28-2005,E,Low,Intermediate,High,Great,5956,no,no
10-24-2005,B,Average,Exceptional,Average,Great,5957,yes,no
10-12-2005,B,Low,Intermediate,High,Great,5958,no,no
10-22-2005,B,Low,Okay,Low,Okay,5959,yes,yes
10-28-2005,C,Low,Great,Average,Okay,5960,no,no
10-20-2005,A,Average,Exceptional,Low,Bad,5961,no,no
10-14-2005,D,High,Intermediate,High,Okay,5962,yes,no
10-11-2005,A,Average,Exceptional,Low,Exceptional,5963,no,yes
10-22-2005,D,Low,Great,Low,Bad,5964,yes,no
10-24-2005,C,Average,Exceptional,High,Bad,5965,no,no
10-06-2005,E,Low,Bad,Average,Bad,5966,no,yes
10-08-2005,D,Average,Great,High,Intermediate,5967,no,no
10-10-2005,B,Low,Bad,Average,Intermediate,5968,no,no
10-24-2005,D,Average,Great,Low,Great,5969,no,yes
10-13-2005,D,High,Exceptional,High,Intermediate,5970,yes,no
10-15-2005,A,Low,Okay,High,Exceptional,5971,no,no
10-16-2005,B,High,Exceptional,High,Exceptional,5972,yes,yes
10-16-2005,D,Average,Exceptional,Low,Exceptional,5973,no,yes
10-25-2005,A,High,Great,Average,Bad,5974,no,no
10-10-2005,E,Low,Great,High,Great,5975,no,yes
10-15-2005,A,Low,Great,High,Exceptional,5976,no,no
10-10-2005,D,Average,Bad,Average,Okay,5977,yes,no
10-01-2005,B,Average,Okay,Average,Exceptional,5978,yes,no
10-14-2005,A,Average,Okay,Average,Bad,5979,yes,no
10-17-2005,E,Average,Bad,Low,Intermediate,5980,no,no
10-09-2005,E,Average,Great,High,Intermediate,5981,no,no
10-13-2005,D,Average,Exceptional,Average,Great,5982,yes,no
10-15-2005,A,Average,Exceptional,Low,Bad,5983,no,no
10-06-2005,E,High,Great,Low,Exceptional,5984,no,no
10-06-2005,C,Average,Exceptional,Average,Intermediate,5985,yes,no
10-16-2005,D,Average,Bad,High,Intermediate,5986,no,no
10-10-2005,C,Low,Okay,Average,Intermediate,5987,no,no
10-28-2005,D,Low,Exceptional,Average,Exceptional,5988,no,yes
10-26-2005,D,High,Exceptional,High,Great,5989,yes,no
10-09-2005,B,High,Intermediate,High,Great,5990,yes,no
10-07-2005,B,Low,Exceptional,Low,Okay,5991,yes,no
10-16-2005,C,Average,Okay,Low,Intermediate,5992,no,no
10-24-2005,D,Low,Exceptional,High,Great,5993,no,no
10-23-2005,D,Average,Great,Low,Intermediate,5994,no,no
10-09-2005,C,High,Intermediate,High,Bad,5995,yes,no
10-13-2005,A,Average,Okay,Average,Exceptional,5996,yes,no
10-24-2005,C,Low,Okay,Average,Great,5997,no,no
10-23-2005,C,Low,Okay,High,Intermediate,5998,no,no
10-21-2005,D,Low,Great,Average,Bad,5999,no,no
10-19-2005,C,Average,Okay,Average,Great,6000,yes,no
10-19-2005,E,Average,Bad,High,Exceptional,6001,no,no
10-16-2005,E,Low,Intermediate,Low,Bad,6002,yes,no
10-15-2005,C,High,Exceptional,Low,Okay,6003,no,no
10-08-2005,C,Low,Bad,Average,Intermediate,6004,no,no
10-20-2005,E,Low,Intermediate,Average,Okay,6005,no,no
10-17-2005,C,Average,Intermediate,High,Bad,6006,no,no
10-28-2005,E,Average,Okay,Low,Great,6007,no,no
10-14-2005,D,High,Okay,Low,Bad,6008,no,no
10-14-2005,A,Average,Intermediate,Average,Exceptional,6009,yes,no
10-24-2005,C,Average,Intermediate,High,Exceptional,6010,no,no
10-13-2005,C,Average,Intermediate,Low,Great,6011,no,no
10-02-2005,D,Low,Intermediate,Average,Exceptional,6012,no,no
10-20-2005,B,Average,Bad,Average,Exceptional,6013,yes,no
10-25-2005,D,High,Intermediate,Low,Exceptional,6014,no,no
10-07-2005,A,High,Exceptional,High,Great,6015,yes,no
10-27-2005,D,Low,Exceptional,Low,Intermediate,6016,yes,no
10-27-2005,A,High,Bad,High,Exceptional,6017,yes,no
10-10-2005,E,Low,Great,Average,Great,6018,no,yes
10-18-2005,C,High,Exceptional,Low,Great,6019,no,no
10-12-2005,E,Average,Okay,Average,Great,6020,yes,no
10-14-2005,B,Average,Bad,Average,Intermediate,6021,yes,no
10-08-2005,C,Low,Okay,Low,Exceptional,6022,yes,no
10-11-2005,E,High,Bad,High,Bad,6023,yes,yes
10-15-2005,A,Average,Exceptional,Low,Exceptional,6024,no,yes
10-10-2005,D,Average,Exceptional,Average,Intermediate,6025,yes,no
10-24-2005,B,Average,Bad,High,Okay,6026,no,no
10-19-2005,C,High,Intermediate,Average,Okay,6027,no,no
10-21-2005,B,Average,Okay,Low,Bad,6028,no,no
10-20-2005,D,High,Exceptional,High,Exceptional,6029,yes,yes
10-20-2005,D,Low,Bad,High,Intermediate,6030,no,no
10-17-2005,B,High,Bad,High,Bad,6031,yes,yes
10-03-2005,C,Average,Okay,Low,Bad,6032,no,no
10-28-2005,D,Low,Great,Low,Okay,6033,yes,no
10-07-2005,B,Average,Great,Low,Exceptional,6034,no,no
10-13-2005,E,High,Bad,Average,Exceptional,6035,no,no
10-14-2005,B,Low,Okay,High,Intermediate,6036,no,no
10-02-2005,B,Average,Great,Average,Okay,6037,yes,no
10-10-2005,C,Low,Great,Low,Intermediate,6038,yes,no
10-16-2005,E,Low,Intermediate,High,Okay,6039,no,no
10-03-2005,A,Low,Great,Average,Intermediate,6040,no,no
10-15-2005,A,Low,Okay,Low,Okay,6041,yes,yes
10-19-2005,A,High,Okay,High,Intermediate,6042,yes,no
10-12-2005,E,Low,Okay,Low,Bad,6043,yes,no
10-18-2005,B,Low,Great,Low,Great,6044,yes,yes
10-01-2005,A,Average,Bad,Average,Exceptional,6045,yes,no
10-06-2005,A,Low,Intermediate,High,Bad,6046,no,no
10-07-2005,D,Low,Bad,Average,Intermediate,6047,no,no
10-19-2005,A,Low,Okay,Average,Intermediate,6048,no,no
10-22-2005,B,Average,Intermediate,Low,Exceptional,6049,no,no
10-15-2005,E,Low,Bad,High,Okay,6050,no,no
10-21-2005,C,Low,Okay,High,Okay,6051,no,yes
10-22-2005,E,Average,Exceptional,Low,Intermediate,6052,no,no
10-17-2005,C,Low,Great,High,Intermediate,6053,no,no
10-01-2005,B,Average,Bad,Average,Okay,6054,yes,no
10-16-2005,A,High,Great,Low,Bad,6055,no,no
10-09-2005,E,High,Bad,Average,Okay,6056,no,no
10-26-2005,D,Average,Intermediate,Average,Bad,6057,yes,no
10-22-2005,B,Low,Exceptional,Average,Intermediate,6058,no,no
10-01-2005,A,High,Great,Low,Okay,6059,no,no
10-13-2005,B,Average,Intermediate,High,Bad,6060,no,no
10-18-2005,D,Average,Great,Low,Exceptional,6061,no,no
10-05-2005,B,Average,Bad,Average,Bad,6062,yes,yes
10-07-2005,B,Average,Exceptional,Average,Exceptional,6063,yes,yes
10-22-2005,D,Average,Great,High,Bad,6064,no,no
10-09-2005,D,Average,Great,Low,Bad,6065,no,no
10-05-2005,C,High,Great,Average,Bad,6066,no,no
10-03-2005,E,Low,Intermediate,Average,Intermediate,6067,no,yes
10-15-2005,E,Average,Okay,Low,Exceptional,6068,no,no
10-27-2005,E,High,Exceptional,High,Bad,6069,yes,no
10-12-2005,B,Average,Great,Average,Intermediate,6070,yes,no
10-05-2005,A,Low,Exceptional,Low,Great,6071,yes,no
10-22-2005,B,Low,Bad,High,Bad,6072,no,yes
10-28-2005,D,High,Okay,High,Intermediate,6073,yes,no
10-14-2005,D,High,Great,Average,Intermediate,6074,no,no
10-24-2005,E,Low,Intermediate,Average,Bad,6075,no,no
10-19-2005,E,High,Intermediate,Average,Bad,6076,no,no
10-25-2005,B,High,Great,Low,Intermediate,6077,no,no
10-27-2005,B,High,Okay,Low,Intermediate,6078,no,no
10-02-2005,B,Average,Great,Average,Bad,6079,yes,no
10-23-2005,E,Low,Bad,Low,Okay,6080,yes,no
10-28-2005,D,Low,Great,Low,Bad,6081,yes,no
10-11-2005,B,High,Great,High,Exceptional,6082,yes,no
10-24-2005,D,Average,Intermediate,Average,Great,6083,yes,no
10-06-2005,A,Low,Exceptional,Low,Intermediate,6084,yes,no
10-24-2005,C,Average,Bad,High,Great,6085,no,no
10-23-2005,A,High,Okay,Average,Great,6086,no,no
10-14-2005,A,Average,Great,Low,Exceptional,6087,no,no
10-19-2005,B,Average,Great,Low,Bad,6088,no,no
10-28-2005,E,High,Bad,Average,Intermediate,6089,no,no
10-14-2005,C,High,Exceptional,Average,Okay,6090,no,no
10-15-2005,A,High,Bad,Average,Bad,6091,no,yes
10-19-2005,D,Average,Great,Low,Bad,6092,no,no
10-25-2005,A,Low,Okay,Low,Intermediate,6093,yes,no
10-05-2005,D,Low,Great,Low,Intermediate,6094,yes,no
10-04-2005,A,Average,Okay,Low,Okay,6095,no,yes
10-28-2005,C,High,Intermediate,Average,Intermediate,6096,no,yes
10-13-2005,B,Average,Exceptional,High,Exceptional,6097,no,yes
10-21-2005,E,Average,Bad,High,Exceptional,6098,no,no
10-11-2005,D,Low,Bad,Low,Bad,6099,yes,yes
10-14-2005,D,Low,Bad,Average,Okay,6100,no,no
10-28-2005,B,High,Bad,Low,Exceptional,6101,no,no
10-08-2005,B,Low,Intermediate,High,Intermediate,6102,no,yes
10-18-2005,B,Low,Great,Low,Exceptional,6103,yes,no
10-08-2005,C,Average,Exceptional,High,Great,6104,no,no
10-29-2005,A,High,Intermediate,High,Exceptional,6105,yes,no
10-09-2005,B,Low,Intermediate,High,Bad,6106,no,no
10-21-2005,D,Average,Okay,High,Bad,6107,no,no
10-12-2005,B,Average,Okay,Low,Bad,6108,no,no
10-10-2005,A,High,Bad,High,Exceptional,6109,yes,no
10-14-2005,B,Average,Bad,High,Bad,6110,no,yes
10-23-2005,D,High,Intermediate,Average,Intermediate,6111,no,yes
10-29-2005,D,Low,Bad,Average,Intermediate,6112,no,no
10-25-2005,A,High,Great,Average,Okay,6113,no,no
10-10-2005,D,High,Great,Low,Okay,6114,no,no
10-27-2005,C,Low,Exceptional,Average,Okay,6115,no,no
10-05-2005,A,Low,Great,Low,Bad,6116,yes,no
10-29-2005,A,Average,Okay,High,Great,6117,no,no
10-23-2005,A,Average,Great,High,Okay,6118,no,no
10-01-2005,B,Average,Exceptional,Average,Great,6119,yes,no
10-27-2005,E,Average,Exceptional,High,Bad,6120,no,no
10-18-2005,C,Average,Bad,Average,Intermediate,6121,yes,no
10-08-2005,A,Low,Great,Average,Intermediate,6122,no,no
10-11-2005,A,Average,Great,High,Exceptional,6123,no,no
10-11-2005,D,Low,Okay,Low,Great,6124,yes,no
10-26-2005,B,High,Okay,Low,Bad,6125,no,no
10-28-2005,B,Average,Bad,Low,Okay,6126,no,no
10-02-2005,D,Low,Bad,High,Great,6127,no,no
10-08-2005,C,Average,Okay,Low,Okay,6128,no,yes
10-14-2005,B,High,Bad,High,Intermediate,6129,yes,no
10-02-2005,B,Average,Great,Average,Exceptional,6130,yes,no
10-15-2005,C,High,Intermediate,High,Intermediate,6131,yes,yes
10-17-2005,C,Low,Okay,Average,Exceptional,6132,no,no
10-27-2005,A,Average,Great,Low,Intermediate,6133,no,no
10-27-2005,B,Average,Exceptional,Low,Okay,6134,no,no
10-22-2005,C,Low,Exceptional,Average,Okay,6135,no,no
10-28-2005,B,Average,Bad,Average,Intermediate,6136,yes,no
10-19-2005,E,High,Okay,High,Exceptional,6137,yes,no
10-09-2005,D,Average,Bad,Low,Bad,6138,no,yes
10-12-2005,C,Low,Great,Average,Great,6139,no,yes
10-09-2005,B,High,Great,High,Great,6140,yes,yes
10-01-2005,C,Low,Bad,Low,Okay,6141,yes,no
10-18-2005,D,Average,Okay,Average,Okay,6142,yes,yes
10-05-2005,E,Average,Bad,High,Intermediate,6143,no,no
10-06-2005,B,High,Great,Low,Great,6144,no,yes
10-20-2005,C,High,Bad,Average,Great,6145,no,no
10-15-2005,B,Low,Exceptional,High,Intermediate,6146,no,no
10-21-2005,C,Average,Exceptional,High,Bad,6147,no,no
10-28-2005,C,Average,Okay,High,Great,6148,no,no
10-09-2005,B,Low,Great,High,Intermediate,6149,no,no
10-02-2005,B,Average,Great,Low,Intermediate,6150,no,no
10-14-2005,E,High,Great,Average,Okay,6151,no,no
10-16-2005,A,Low,Intermediate,High,Great,6152,no,no
10-17-2005,C,Average,Okay,Low,Exceptional,6153,no,no
10-18-2005,C,Low,Bad,High,Intermediate,6154,no,no
10-02-2005,D,High,Intermediate,Average,Okay,6155,no,no
10-04-2005,D,Low,Bad,Average,Intermediate,6156,no,no
10-22-2005,E,High,Intermediate,Low,Exceptional,6157,no,no
10-21-2005,A,Low,Great,Low,Okay,6158,yes,no
10-04-2005,D,Average,Okay,Average,Okay,6159,yes,yes
10-07-2005,D,Low,Intermediate,Average,Okay,6160,no,no
10-18-2005,A,Low,Bad,Low,Exceptional,6161,yes,no
10-02-2005,C,Low,Okay,Average,Great,6162,no,no
10-07-2005,E,High,Exceptional,High,Okay,6163,yes,no
10-15-2005,D,High,Intermediate,High,Bad,6164,yes,no
10-20-2005,A,Low,Bad,Low,Exceptional,6165,yes,no
10-06-2005,D,High,Intermediate,High,Great,6166,yes,no
10-10-2005,E,Average,Exceptional,Average,Great,6167,yes,no
10-26-2005,A,Average,Intermediate,Low,Okay,6168,no,no
10-28-2005,B,Average,Intermediate,High,Intermediate,6169,no,yes
10-15-2005,B,High,Okay,Average,Great,6170,no,no
10-02-2005,B,Low,Intermediate,Low,Great,6171,yes,no
10-24-2005,D,Low,Okay,Average,Okay,6172,no,yes
10-17-2005,E,Low,Okay,High,Bad,6173,no,no
10-29-2005,B,High,Bad,Average,Okay,6174,no,no
10-12-2005,A,High,Intermediate,Low,Okay,6175,no,no
10-09-2005,D,High,Okay,Average,Great,6176,no,no
10-01-2005,B,Average,Bad,Low,Bad,6177,no,yes
10-13-2005,B,Average,Great,High,Intermediate,6178,no,no
10-21-2005,B,Low,Exceptional,Average,Exceptional,6179,no,yes
10-23-2005,C,High,Exceptional,Low,Exceptional,6180,no,yes
10-17-2005,D,High,Bad,High,Bad,6181,yes,yes
10-06-2005,C,Low,Intermediate,High,Okay,6182,no,no
10-28-2005,A,Low,Exceptional,Low,Great,6183,yes,no
10-09-2005,A,Average,Great,Average,Okay,6184,yes,no
10-18-2005,C,Average,Exceptional,High,Okay,6185,no,no
10-05-2005,B,Average,Okay,Average,Intermediate,6186,yes,no
10-12-2005,A,High,Okay,Low,Great,6187,no,no
10-22-2005,A,Average,Bad,Low,Intermediate,6188,no,no
10-24-2005,C,High,Great,Low,Okay,6189,no,no
10-15-2005,B,High,Exceptional,High,Intermediate,6190,yes,no
10-25-2005,E,Low,Great,Low,Great,6191,yes,yes
10-21-2005,A,Average,Intermediate,High,Exceptional,6192,no,no
10-20-2005,B,Average,Great,Average,Okay,6193,yes,no
10-17-2005,C,High,Intermediate,High,Bad,6194,yes,no
10-17-2005,B,High,Intermediate,Average,Intermediate,6195,no,yes
10-29-2005,C,Average,Great,Average,Intermediate,6196,yes,no
10-04-2005,A,High,Okay,High,Great,6197,yes,no
10-20-2005,A,Low,Bad,High,Exceptional,6198,no,no
10-22-2005,B,Low,Okay,Low,Great,6199,yes,no
10-10-2005,C,Average,Okay,Average,Exceptional,6200,yes,no
10-10-2005,C,High,Exceptional,Low,Bad,6201,no,no
10-29-2005,A,Average,Okay,Average,Exceptional,6202,yes,no
10-20-2005,B,Average,Bad,High,Intermediate,6203,no,no
10-10-2005,B,High,Okay,Average,Exceptional,6204,no,no
10-03-2005,C,Low,Exceptional,Average,Bad,6205,no,no
10-24-2005,B,Average,Exceptional,High,Intermediate,6206,no,no
10-05-2005,C,Low,Bad,Low,Great,6207,yes,no
10-15-2005,B,Average,Intermediate,Average,Great,6208,yes,no
10-03-2005,C,Low,Intermediate,Low,Bad,6209,yes,no
10-09-2005,D,Low,Intermediate,High,Okay,6210,no,no
10-13-2005,B,Average,Great,High,Bad,6211,no,no
10-19-2005,D,Low,Intermediate,Low,Bad,6212,yes,no
10-09-2005,B,Low,Intermediate,Low,Intermediate,6213,yes,yes
10-23-2005,C,Low,Bad,High,Great,6214,no,no
10-17-2005,B,Average,Intermediate,Low,Okay,6215,no,no
10-09-2005,C,Average,Okay,Average,Okay,6216,yes,yes
10-05-2005,E,High,Okay,High,Intermediate,6217,yes,no
10-24-2005,D,Average,Bad,Average,Exceptional,6218,yes,no
10-25-2005,E,Average,Great,Average,Great,6219,yes,yes
10-23-2005,D,Average,Great,Low,Intermediate,6220,no,no
10-19-2005,E,Low,Intermediate,Average,Great,6221,no,no
10-09-2005,D,High,Okay,Average,Exceptional,6222,no,no
10-23-2005,D,Low,Exceptional,Average,Intermediate,6223,no,no
10-12-2005,A,Average,Okay,High,Great,6224,no,no
10-13-2005,A,Low,Bad,Average,Exceptional,6225,no,no
